transaction_id,user_id,amount,timestamp,hour,day_of_week,is_weekend,is_night,amount_rounded,is_large,is_structuring_amount,transactions_in_hour,recipient_age_days,is_new_recipient,is_international,is_fraud
TXN001012,user078,14369.47,2025-09-18T11:38:22.904482,11,3,0,0,0,0,0,1,76,0,1,0
TXN001013,user076,47661.49,2025-10-20T13:38:22.904482,13,0,0,0,0,0,1,2,347,0,0,0
TXN001014,user063,280000.0,2025-11-23T03:38:22.904482,3,6,1,1,1,1,0,4,0,1,0,1
TXN001015,user032,9660.25,2025-12-21T09:38:22.904482,9,6,1,0,0,0,0,1,357,0,0,0
TXN001016,user057,330277.09,2026-01-04T01:38:22.904482,1,6,1,1,0,1,0,5,25,1,0,1
TXN001017,user049,37342.78,2026-01-09T21:38:22.904482,21,4,0,0,0,0,0,0,56,0,0,0
TXN001018,user099,318623.12,2025-12-06T05:38:22.904482,5,5,1,1,0,1,0,8,8,1,0,1
TXN001019,user096,431221.19,2025-12-22T03:38:22.904482,3,0,0,1,0,1,0,6,2,1,1,1
TXN001020,user027,790000.0,2025-12-08T23:38:22.904482,23,0,0,1,1,1,0,6,20,1,0,1
TXN001021,user029,28641.75,2026-02-15T11:38:22.904482,11,6,1,0,0,0,0,1,115,0,0,0
TXN001022,user008,860000.0,2025-11-13T03:38:22.904482,3,3,0,1,1,1,0,10,0,1,0,1
TXN001023,user030,34061.69,2025-09-04T18:38:22.904482,18,3,0,0,0,0,0,0,122,0,0,0
TXN001024,user058,42825.84,2025-08-22T17:38:22.904482,17,4,0,0,0,0,0,0,149,0,0,0
TXN001025,user069,27778.92,2025-12-18T19:38:22.904482,19,3,0,0,0,0,0,2,175,0,0,0
TXN001026,user008,23247.61,2025-09-12T19:38:22.904482,19,4,0,0,0,0,0,0,196,0,0,0
TXN001027,user029,7047.59,2026-01-01T18:38:22.904482,18,3,0,0,0,0,0,0,182,0,0,0
TXN001028,user076,11047.79,2026-01-30T10:38:22.904482,10,4,0,0,0,0,0,2,60,0,0,0
TXN001029,user004,38442.6,2025-09-21T12:38:22.904482,12,6,1,0,0,0,0,0,53,0,0,0
TXN001030,user075,47366.85,2026-02-01T05:38:22.904482,5,6,1,1,0,0,1,7,15,1,0,1
TXN001031,user031,440000.0,2025-12-13T03:38:22.904482,3,5,1,1,1,1,0,5,12,1,0,1
TXN001032,user078,22819.45,2025-12-02T19:38:22.904482,19,1,0,0,0,0,0,1,66,0,0,0
TXN001033,user082,210000.0,2025-10-27T05:38:22.904482,5,0,0,1,1,1,0,7,3,1,0,1
TXN001034,user044,5599.72,2025-11-17T17:38:22.904482,17,0,0,0,0,0,0,0,105,0,0,0
TXN001035,user024,29040.13,2025-11-03T20:38:22.904482,20,0,0,0,0,0,0,2,302,0,1,0
TXN001036,user037,38547.99,2025-08-22T09:38:22.904482,9,4,0,0,0,0,0,2,342,0,0,0
TXN001037,user033,8818.34,2026-01-05T11:38:22.904482,11,0,0,0,0,0,0,2,69,0,0,0
TXN001038,user066,24641.31,2026-01-19T20:38:22.904482,20,0,0,0,0,0,0,2,156,0,0,0
TXN001039,user043,4167.92,2025-10-10T12:38:22.904482,12,4,0,0,0,0,0,2,92,0,0,0
TXN001040,user082,21256.53,2025-10-12T19:38:22.904482,19,6,1,0,0,0,0,2,270,0,0,0
TXN001041,user036,28609.81,2025-09-07T13:38:22.904482,13,6,1,0,0,0,0,0,310,0,0,0
TXN001042,user096,45843.65,2025-10-12T03:38:22.904482,3,6,1,1,0,0,1,5,24,1,0,1
TXN001043,user095,120000.0,2025-12-30T03:38:22.904482,3,1,0,1,1,0,0,3,10,1,0,1
TXN001044,user091,30963.11,2025-10-17T19:38:22.904482,19,4,0,0,0,0,0,1,164,0,0,0
TXN001045,user032,16681.86,2025-10-15T11:38:22.904482,11,2,0,0,0,0,0,0,147,0,0,0
TXN001046,user083,48715.74,2025-12-14T05:38:22.904482,5,6,1,1,0,0,1,6,19,1,1,1
TXN001047,user044,12986.61,2025-10-12T12:38:22.904482,12,6,1,0,0,0,0,2,137,0,0,0
TXN001048,user098,3380.09,2026-02-07T16:38:22.904482,16,5,1,0,0,0,0,0,241,0,0,0
TXN001049,user094,49891.1,2026-02-03T19:38:22.904482,19,1,0,0,0,0,1,0,362,0,0,0
TXN001050,user014,943198.12,2025-09-08T00:38:22.904482,0,0,0,1,0,1,0,9,10,1,1,1
TXN001051,user023,28782.32,2026-02-03T18:38:22.904482,18,1,0,0,0,0,0,0,341,0,0,0
TXN001052,user075,9718.31,2025-12-31T19:38:22.904482,19,2,0,0,0,0,0,1,170,0,1,0
TXN001053,user051,280000.0,2025-10-31T23:38:22.904482,23,4,0,1,1,1,0,4,23,1,1,1
TXN001054,user068,17231.36,2025-09-05T13:38:22.904482,13,4,0,0,0,0,0,0,39,0,0,0
TXN001055,user000,6643.33,2025-10-08T17:38:22.904482,17,2,0,0,0,0,0,1,99,0,0,0
TXN001056,user011,40790.77,2025-08-23T15:38:22.904482,15,5,1,0,0,0,0,1,204,0,0,0
TXN001057,user073,3954.43,2025-12-18T13:38:22.904482,13,3,0,0,0,0,0,1,40,0,0,0
TXN001058,user034,730000.0,2025-10-21T00:38:22.904482,0,1,0,1,1,1,0,5,2,1,0,1
TXN001059,user014,45245.01,2025-12-22T01:38:22.904482,1,0,0,1,0,0,1,10,6,1,0,1
TXN001060,user072,8814.38,2025-08-27T11:38:22.904482,11,2,0,0,0,0,0,2,45,0,0,0
TXN001061,user010,1759.11,2025-09-10T09:38:22.904482,9,2,0,0,0,0,0,0,111,0,0,0
TXN001062,user025,11421.31,2026-02-15T15:38:22.904482,15,6,1,0,0,0,0,1,214,0,0,0
TXN001063,user084,49759.19,2025-09-09T01:38:22.904482,1,1,0,1,0,0,1,8,17,1,1,1
TXN001064,user030,22261.35,2026-01-07T17:38:22.904482,17,2,0,0,0,0,0,0,307,0,0,0
TXN001065,user005,10285.95,2026-01-30T19:38:22.904482,19,4,0,0,0,0,0,2,361,0,0,0
TXN001066,user066,33511.3,2026-02-07T11:38:22.904482,11,5,1,0,0,0,0,2,46,0,0,0
TXN001067,user076,520000.0,2025-11-03T01:38:22.904482,1,0,0,1,1,1,0,4,20,1,0,1
TXN001068,user079,34041.01,2026-02-04T10:38:22.904482,10,2,0,0,0,0,0,2,64,0,0,0
TXN001069,user021,5604.55,2025-12-21T14:38:22.904482,14,6,1,0,0,0,0,1,180,0,0,0
TXN001070,user013,49929.02,2025-09-29T00:38:22.904482,0,0,0,1,0,0,1,5,7,1,0,1
TXN001071,user082,35855.35,2025-09-13T20:38:22.904482,20,5,1,0,0,0,0,0,259,0,0,0
TXN001072,user086,738150.5,2025-09-27T05:38:22.904482,5,5,1,1,0,1,0,4,17,1,0,1
TXN001073,user063,33001.04,2025-09-09T10:38:22.904482,10,1,0,0,0,0,0,0,164,0,0,0
TXN001074,user033,32240.58,2025-11-16T20:38:22.904482,20,6,1,0,0,0,0,2,327,0,0,0
TXN001075,user069,34101.75,2025-11-23T17:38:22.904482,17,6,1,0,0,0,0,1,183,0,0,0
TXN001076,user001,41253.94,2025-11-25T20:38:22.904482,20,1,0,0,0,0,0,2,137,0,0,0
TXN001077,user032,5250.33,2025-12-24T20:38:22.904482,20,2,0,0,0,0,0,0,232,0,1,0
TXN001078,user099,27559.75,2025-12-13T14:38:22.904482,14,5,1,0,0,0,0,2,288,0,0,0
TXN001079,user019,190000.0,2025-11-11T04:38:22.904482,4,1,0,1,1,0,0,5,6,1,0,1
TXN001080,user051,37264.46,2025-09-23T21:38:22.904482,21,1,0,0,0,0,0,0,277,0,0,0
TXN001081,user037,46357.6,2026-01-22T09:38:22.904482,9,3,0,0,0,0,1,2,293,0,1,0
TXN001082,user026,4449.39,2026-02-12T13:38:22.904482,13,3,0,0,0,0,0,2,242,0,0,0
TXN001083,user079,22294.81,2025-09-03T11:38:22.904482,11,2,0,0,0,0,0,0,328,0,0,0
TXN001084,user022,37049.1,2025-09-08T09:38:22.904482,9,0,0,0,0,0,0,0,278,0,0,0
TXN001085,user065,168295.27,2025-08-22T02:38:22.904482,2,4,0,1,0,0,0,4,22,1,0,1
TXN001086,user045,24884.73,2025-12-24T17:38:22.904482,17,2,0,0,0,0,0,1,255,0,0,0
TXN001087,user009,48202.35,2025-09-10T14:38:22.904482,14,2,0,0,0,0,1,0,351,0,0,0
TXN001088,user049,47337.32,2025-10-22T21:38:22.904482,21,2,0,0,0,0,1,1,241,0,0,0
TXN001089,user020,45030.55,2025-09-26T14:38:22.904482,14,4,0,0,0,0,1,1,202,0,0,0
TXN001090,user078,42297.07,2025-09-13T11:38:22.904482,11,5,1,0,0,0,0,0,153,0,0,0
TXN001091,user010,35190.86,2025-12-12T18:38:22.904482,18,4,0,0,0,0,0,1,352,0,0,0
TXN001092,user074,32466.92,2025-09-01T11:38:22.904482,11,0,0,0,0,0,0,0,307,0,1,0
TXN001093,user040,5769.38,2025-09-01T11:38:22.904482,11,0,0,0,0,0,0,1,335,0,0,0
TXN001094,user037,44421.76,2025-09-11T12:38:22.904482,12,3,0,0,0,0,0,0,52,0,0,0
TXN001095,user012,16842.57,2026-02-10T11:38:22.904482,11,1,0,0,0,0,0,2,213,0,0,0
TXN001096,user017,8594.31,2025-09-14T20:38:22.904482,20,6,1,0,0,0,0,0,153,0,0,0
TXN001097,user092,19903.06,2025-12-14T19:38:22.904482,19,6,1,0,0,0,0,1,226,0,0,0
TXN001098,user068,636587.75,2025-09-15T02:38:22.904482,2,0,0,1,0,1,0,5,9,1,0,1
TXN001099,user002,26583.48,2025-09-15T21:38:22.904482,21,0,0,0,0,0,0,1,31,0,0,0
TXN001100,user040,33451.94,2026-01-19T16:38:22.904482,16,0,0,0,0,0,0,1,230,0,0,0
TXN001101,user007,5596.82,2025-12-29T09:38:22.904482,9,0,0,0,0,0,0,2,50,0,0,0
TXN001102,user064,26839.96,2025-10-02T11:38:22.904482,11,3,0,0,0,0,0,0,53,0,0,0
TXN001103,user097,283.52,2025-11-04T16:38:22.904482,16,1,0,0,0,0,0,0,44,0,0,0
TXN001104,user054,11885.58,2025-12-21T12:38:22.904482,12,6,1,0,0,0,0,1,119,0,0,0
TXN001105,user034,48424.76,2025-11-16T11:38:22.904482,11,6,1,0,0,0,1,0,315,0,0,0
TXN001106,user010,38645.1,2025-10-18T17:38:22.904482,17,5,1,0,0,0,0,0,293,0,0,0
TXN001107,user081,42679.74,2025-12-21T17:38:22.904482,17,6,1,0,0,0,0,1,323,0,1,0
TXN001108,user015,40191.64,2025-11-10T12:38:22.904482,12,0,0,0,0,0,0,1,232,0,0,0
TXN001109,user075,24045.71,2025-11-26T15:38:22.904482,15,2,0,0,0,0,0,1,308,0,0,0
TXN001110,user060,45875.38,2026-01-31T12:38:22.904482,12,5,1,0,0,0,1,0,135,0,1,0
TXN001111,user048,10419.62,2025-11-30T14:38:22.904482,14,6,1,0,0,0,0,1,47,0,0,0
TXN001112,user051,48059.74,2025-11-21T21:38:22.904482,21,4,0,0,0,0,1,2,115,0,1,0
TXN001113,user011,15340.13,2026-01-19T09:38:22.904482,9,0,0,0,0,0,0,0,307,0,0,0
TXN001114,user079,25853.66,2025-11-15T11:38:22.904482,11,5,1,0,0,0,0,1,226,0,1,0
TXN001115,user071,791354.28,2025-10-03T02:38:22.904482,2,4,0,1,0,1,0,10,23,1,1,1
TXN001116,user026,10435.38,2026-02-10T17:38:22.904482,17,1,0,0,0,0,0,1,283,0,0,0
TXN001117,user075,45997.62,2026-01-11T02:38:22.904482,2,6,1,1,0,0,1,3,23,1,1,1
TXN001118,user061,9003.67,2026-01-15T17:38:22.904482,17,3,0,0,0,0,0,2,264,0,0,0
TXN001119,user090,42008.68,2025-10-17T19:38:22.904482,19,4,0,0,0,0,0,0,296,0,0,0
TXN001120,user097,885.23,2025-12-17T13:38:22.904482,13,2,0,0,0,0,0,0,277,0,0,0
TXN001121,user057,11433.89,2025-11-23T09:38:22.904482,9,6,1,0,0,0,0,0,274,0,0,0
TXN001122,user081,8635.04,2025-09-02T17:38:22.904482,17,1,0,0,0,0,0,0,205,0,0,0
TXN001123,user025,15641.63,2025-10-30T12:38:22.904482,12,3,0,0,0,0,0,2,245,0,0,0
TXN001124,user055,16169.98,2025-11-01T21:38:22.904482,21,5,1,0,0,0,0,1,334,0,0,0
TXN001125,user000,42478.74,2025-09-22T11:38:22.904482,11,0,0,0,0,0,0,2,216,0,0,0
TXN001126,user019,17134.97,2025-12-28T12:38:22.904482,12,6,1,0,0,0,0,2,213,0,1,0
TXN001127,user093,49743.99,2026-02-12T17:38:22.904482,17,3,0,0,0,0,1,1,61,0,1,0
TXN001128,user043,33915.84,2026-01-03T21:38:22.904482,21,5,1,0,0,0,0,2,119,0,1,0
TXN001129,user086,7770.69,2026-02-05T15:38:22.904482,15,3,0,0,0,0,0,2,188,0,0,0
TXN001130,user091,220450.13,2025-12-02T00:38:22.904482,0,1,0,1,0,1,0,4,25,1,0,1
TXN001131,user083,34021.56,2025-09-17T18:38:22.904482,18,2,0,0,0,0,0,1,303,0,0,0
TXN001132,user015,23125.58,2025-09-04T10:38:22.904482,10,3,0,0,0,0,0,0,168,0,0,0
TXN001133,user041,44926.01,2025-09-10T14:38:22.904482,14,2,0,0,0,0,0,1,325,0,0,0
TXN001134,user086,10637.51,2026-01-25T21:38:22.904482,21,6,1,0,0,0,0,2,360,0,0,0
TXN001135,user020,8152.23,2025-09-17T20:38:22.904482,20,2,0,0,0,0,0,0,169,0,0,0
TXN001136,user040,1174.19,2025-09-02T20:38:22.904482,20,1,0,0,0,0,0,1,230,0,0,0
TXN001137,user054,23188.77,2026-01-31T14:38:22.904482,14,5,1,0,0,0,0,1,291,0,0,0
TXN001138,user088,14160.12,2025-12-12T13:38:22.904482,13,4,0,0,0,0,0,1,102,0,0,0
TXN001139,user065,24236.26,2025-09-21T10:38:22.904482,10,6,1,0,0,0,0,1,326,0,1,0
TXN001140,user042,46668.51,2025-08-29T10:38:22.904482,10,4,0,0,0,0,1,0,52,0,0,0
TXN001141,user061,8863.57,2026-01-04T12:38:22.904482,12,6,1,0,0,0,0,2,335,0,0,0
TXN001142,user005,500000.0,2026-01-01T05:38:22.904482,5,3,0,1,1,1,0,4,21,1,0,1
TXN001143,user023,25466.83,2025-12-16T09:38:22.904482,9,1,0,0,0,0,0,1,359,0,0,0
TXN001144,user014,375797.24,2025-08-24T05:38:22.904482,5,6,1,1,0,1,0,3,27,1,1,1
TXN001145,user038,44886.81,2025-10-17T16:38:22.904482,16,4,0,0,0,0,0,2,90,0,0,0
TXN001146,user046,6489.29,2025-12-26T18:38:22.904482,18,4,0,0,0,0,0,2,126,0,0,0
TXN001147,user002,2677.95,2025-09-17T12:38:22.904482,12,2,0,0,0,0,0,2,60,0,0,0
TXN001148,user039,166393.43,2026-01-23T23:38:22.904482,23,4,0,1,0,0,0,9,23,1,1,1
TXN001149,user065,12727.18,2026-01-14T15:38:22.904482,15,2,0,0,0,0,0,1,320,0,0,0
TXN001150,user093,45274.76,2025-09-18T21:38:22.904482,21,3,0,0,0,0,1,1,75,0,0,0
TXN001151,user090,21965.66,2025-10-06T14:38:22.904482,14,0,0,0,0,0,0,1,50,0,0,0
TXN001152,user073,23722.79,2025-09-28T10:38:22.904482,10,6,1,0,0,0,0,1,142,0,0,0
TXN001153,user039,16912.45,2026-02-05T14:38:22.904482,14,3,0,0,0,0,0,1,221,0,0,0
TXN001154,user012,33101.15,2025-10-10T11:38:22.904482,11,4,0,0,0,0,0,0,165,0,0,0
TXN001155,user058,36434.76,2026-02-18T16:38:22.904482,16,2,0,0,0,0,0,1,69,0,0,0
TXN001156,user069,13467.2,2025-11-25T14:38:22.904482,14,1,0,0,0,0,0,0,272,0,1,0
TXN001157,user040,18759.77,2025-12-02T10:38:22.904482,10,1,0,0,0,0,0,2,284,0,0,0
TXN001158,user013,40900.1,2025-11-04T09:38:22.904482,9,1,0,0,0,0,0,2,182,0,1,0
TXN001159,user042,742085.82,2026-01-17T04:38:22.904482,4,5,1,1,0,1,0,7,14,1,1,1
TXN001160,user000,1595.53,2025-09-19T10:38:22.904482,10,4,0,0,0,0,0,1,112,0,0,0
TXN001161,user070,31366.35,2025-11-26T16:38:22.904482,16,2,0,0,0,0,0,1,163,0,0,0
TXN001162,user060,21245.32,2025-12-05T11:38:22.904482,11,4,0,0,0,0,0,2,276,0,0,0
TXN001163,user088,35116.41,2025-12-17T13:38:22.904482,13,2,0,0,0,0,0,2,204,0,0,0
TXN001164,user093,13757.91,2025-09-04T17:38:22.904482,17,3,0,0,0,0,0,1,156,0,0,0
TXN001165,user013,25863.9,2026-01-08T19:38:22.904482,19,3,0,0,0,0,0,1,294,0,0,0
TXN001166,user089,24807.07,2026-01-28T19:38:22.904482,19,2,0,0,0,0,0,2,216,0,0,0
TXN001167,user006,890000.0,2025-09-01T01:38:22.904482,1,0,0,1,1,1,0,5,1,1,0,1
TXN001168,user056,700000.0,2026-02-13T04:38:22.904482,4,4,0,1,1,1,0,7,6,1,0,1
TXN001169,user015,2254.39,2025-09-05T16:38:22.904482,16,4,0,0,0,0,0,1,100,0,0,0
TXN001170,user090,41436.86,2025-09-12T17:38:22.904482,17,4,0,0,0,0,0,1,134,0,0,0
TXN001171,user034,22228.92,2025-10-25T10:38:22.904482,10,5,1,0,0,0,0,2,319,0,1,0
TXN001172,user088,27601.67,2025-12-15T12:38:22.904482,12,0,0,0,0,0,0,1,272,0,0,0
TXN001173,user096,42156.61,2025-11-17T21:38:22.904482,21,0,0,0,0,0,0,1,335,0,1,0
TXN001174,user041,11813.53,2025-12-20T10:38:22.904482,10,5,1,0,0,0,0,0,130,0,0,0
TXN001175,user093,7764.47,2025-08-31T12:38:22.904482,12,6,1,0,0,0,0,1,203,0,0,0
TXN001176,user075,46192.91,2025-09-24T04:38:22.904482,4,2,0,1,0,0,1,9,24,1,1,1
TXN001177,user093,28864.28,2025-12-17T16:38:22.904482,16,2,0,0,0,0,0,1,56,0,0,0
TXN001178,user071,49210.14,2025-11-16T02:38:22.904482,2,6,1,1,0,0,1,7,1,1,1,1
TXN001179,user095,43771.36,2026-01-16T20:38:22.904482,20,4,0,0,0,0,0,1,308,0,0,0
TXN001180,user019,200000.0,2026-01-25T03:38:22.904482,3,6,1,1,1,0,0,6,6,1,0,1
TXN001181,user050,35864.44,2026-02-10T10:38:22.904482,10,1,0,0,0,0,0,1,292,0,0,0
TXN001182,user005,34732.68,2025-09-13T15:38:22.904482,15,5,1,0,0,0,0,2,103,0,0,0
TXN001183,user021,48571.87,2025-11-03T16:38:22.904482,16,0,0,0,0,0,1,0,280,0,0,0
TXN001184,user060,840000.0,2025-09-10T04:38:22.904482,4,2,0,1,1,1,0,4,20,1,1,1
TXN001185,user026,41664.77,2026-02-06T09:38:22.904482,9,4,0,0,0,0,0,1,173,0,0,0
TXN001186,user036,6785.15,2025-10-04T21:38:22.904482,21,5,1,0,0,0,0,2,351,0,0,0
TXN001187,user034,22354.28,2026-02-10T15:38:22.904482,15,1,0,0,0,0,0,1,305,0,0,0
TXN001188,user023,44588.02,2025-09-17T19:38:22.904482,19,2,0,0,0,0,0,1,175,0,0,0
TXN001189,user033,45720.56,2026-01-23T16:38:22.904482,16,4,0,0,0,0,1,1,77,0,0,0
TXN001190,user043,30095.06,2026-01-11T10:38:22.904482,10,6,1,0,0,0,0,2,227,0,0,0
TXN001191,user035,20197.2,2025-11-19T15:38:22.904482,15,2,0,0,0,0,0,1,287,0,0,0
TXN001192,user020,2850.8,2025-11-02T12:38:22.904482,12,6,1,0,0,0,0,2,152,0,0,0
TXN001193,user063,33799.83,2025-11-01T16:38:22.904482,16,5,1,0,0,0,0,2,36,0,0,0
TXN001194,user026,34947.44,2025-11-12T14:38:22.904482,14,2,0,0,0,0,0,0,179,0,0,0
TXN001195,user019,40965.21,2026-01-28T18:38:22.904482,18,2,0,0,0,0,0,1,166,0,0,0
TXN001196,user054,48512.64,2025-09-23T01:38:22.904482,1,1,0,1,0,0,1,9,6,1,0,1
TXN001197,user023,10765.01,2025-11-22T10:38:22.904482,10,5,1,0,0,0,0,2,250,0,0,0
TXN001198,user067,49659.45,2026-01-03T21:38:22.904482,21,5,1,0,0,0,1,1,257,0,0,0
TXN001199,user069,15787.44,2025-12-02T09:38:22.904482,9,1,0,0,0,0,0,2,190,0,0,0
TXN001200,user006,14324.05,2025-12-24T18:38:22.904482,18,2,0,0,0,0,0,0,284,0,0,0
TXN001201,user096,48239.55,2026-01-30T15:38:22.904482,15,4,0,0,0,0,1,2,167,0,0,0
TXN001202,user022,45765.33,2025-11-18T05:38:22.904482,5,1,0,1,0,0,1,6,26,1,1,1
TXN001203,user051,10050.66,2025-12-13T09:38:22.904482,9,5,1,0,0,0,0,1,35,0,0,0
TXN001204,user004,43876.49,2026-01-24T14:38:22.904482,14,5,1,0,0,0,0,0,64,0,0,0
TXN001205,user093,13107.51,2025-10-07T10:38:22.904482,10,1,0,0,0,0,0,2,248,0,0,0
TXN001206,user043,27104.66,2026-02-10T16:38:22.904482,16,1,0,0,0,0,0,2,292,0,0,0
TXN001207,user092,6691.3,2025-10-29T18:38:22.904482,18,2,0,0,0,0,0,1,198,0,0,0
TXN001208,user057,30496.0,2025-10-30T18:38:22.904482,18,3,0,0,0,0,0,0,106,0,0,0
TXN001209,user059,3878.65,2025-10-08T11:38:22.904482,11,2,0,0,0,0,0,0,284,0,1,0
TXN001210,user020,712217.59,2026-02-05T23:38:22.904482,23,3,0,1,0,1,0,5,0,1,0,1
TXN001211,user077,11698.91,2025-08-31T12:38:22.904482,12,6,1,0,0,0,0,0,331,0,0,0
TXN001212,user021,980000.0,2025-12-26T02:38:22.904482,2,4,0,1,1,1,0,8,28,1,1,1
TXN001213,user001,49762.93,2025-11-05T11:38:22.904482,11,2,0,0,0,0,1,2,128,0,0,0
TXN001214,user044,40639.87,2025-12-31T21:38:22.904482,21,2,0,0,0,0,0,2,105,0,0,0
TXN001215,user094,4251.0,2025-11-23T17:38:22.904482,17,6,1,0,0,0,0,0,91,0,0,0
TXN001216,user011,252.06,2025-09-11T15:38:22.904482,15,3,0,0,0,0,0,2,213,0,1,0
TXN001217,user027,2579.59,2025-10-07T18:38:22.904482,18,1,0,0,0,0,0,2,180,0,0,0
TXN001218,user009,44683.49,2025-10-01T21:38:22.904482,21,2,0,0,0,0,0,2,41,0,1,0
TXN001219,user092,42386.78,2026-01-04T11:38:22.904482,11,6,1,0,0,0,0,0,176,0,0,0
TXN001220,user029,8873.07,2025-11-15T14:38:22.904482,14,5,1,0,0,0,0,2,88,0,0,0
TXN001221,user027,49683.27,2025-12-25T19:38:22.904482,19,3,0,0,0,0,1,2,310,0,0,0
TXN001222,user010,28788.71,2025-10-05T15:38:22.904482,15,6,1,0,0,0,0,0,109,0,1,0
TXN001223,user041,130000.0,2025-12-21T00:38:22.904482,0,6,1,1,1,0,0,10,12,1,1,1
TXN001224,user011,11898.48,2025-09-16T19:38:22.904482,19,1,0,0,0,0,0,1,132,0,0,0
TXN001225,user095,26783.56,2025-09-18T19:38:22.904482,19,3,0,0,0,0,0,1,68,0,0,0
TXN001226,user091,36847.07,2026-01-11T12:38:22.904482,12,6,1,0,0,0,0,0,230,0,0,0
TXN001227,user093,759705.23,2025-12-29T01:38:22.904482,1,0,0,1,0,1,0,6,26,1,0,1
TXN001228,user097,48962.33,2025-11-08T11:38:22.904482,11,5,1,0,0,0,1,1,181,0,0,0
TXN001229,user056,28944.13,2025-11-22T10:38:22.904482,10,5,1,0,0,0,0,1,277,0,0,0
TXN001230,user098,220000.0,2025-12-16T04:38:22.904482,4,1,0,1,1,1,0,6,28,1,0,1
TXN001231,user093,45666.76,2025-11-18T09:38:22.904482,9,1,0,0,0,0,1,1,58,0,0,0
TXN001232,user072,28748.98,2025-10-15T16:38:22.904482,16,2,0,0,0,0,0,0,91,0,0,0
TXN001233,user075,3056.13,2025-11-17T16:38:22.904482,16,0,0,0,0,0,0,2,315,0,0,0
TXN001234,user044,22429.78,2026-02-07T13:38:22.904482,13,5,1,0,0,0,0,2,58,0,0,0
TXN001235,user060,17702.26,2025-12-15T16:38:22.904482,16,0,0,0,0,0,0,2,34,0,0,0
TXN001236,user039,40959.24,2025-12-19T21:38:22.904482,21,4,0,0,0,0,0,1,169,0,0,0
TXN001237,user067,25049.66,2025-12-06T15:38:22.904482,15,5,1,0,0,0,0,2,238,0,0,0
TXN001238,user052,39188.11,2025-12-13T21:38:22.904482,21,5,1,0,0,0,0,1,227,0,0,0
TXN001239,user066,19788.5,2025-09-22T17:38:22.904482,17,0,0,0,0,0,0,2,287,0,1,0
TXN001240,user030,870000.0,2025-10-24T01:38:22.904482,1,4,0,1,1,1,0,4,24,1,0,1
TXN001241,user091,30929.96,2025-09-24T16:38:22.904482,16,2,0,0,0,0,0,0,301,0,0,0
TXN001242,user003,41142.83,2025-11-06T13:38:22.904482,13,3,0,0,0,0,0,2,203,0,0,0
TXN001243,user006,27624.29,2026-02-05T21:38:22.904482,21,3,0,0,0,0,0,2,118,0,0,0
TXN001244,user004,34004.97,2025-08-23T20:38:22.904482,20,5,1,0,0,0,0,1,105,0,0,0
TXN001245,user022,11234.31,2026-01-28T21:38:22.904482,21,2,0,0,0,0,0,1,315,0,0,0
TXN001246,user019,5343.2,2025-09-18T13:38:22.904482,13,3,0,0,0,0,0,1,321,0,0,0
TXN001247,user056,24336.22,2025-09-08T10:38:22.904482,10,0,0,0,0,0,0,1,110,0,0,0
TXN001248,user007,650000.0,2025-10-30T02:38:22.904482,2,3,0,1,1,1,0,5,2,1,1,1
TXN001249,user006,45010.39,2026-01-21T03:38:22.904482,3,2,0,1,0,0,1,4,10,1,0,1
TXN001250,user060,829.57,2025-09-03T15:38:22.904482,15,2,0,0,0,0,0,1,81,0,0,0
TXN001251,user079,23734.11,2026-01-22T15:38:22.904482,15,3,0,0,0,0,0,0,357,0,0,0
TXN001252,user099,120000.0,2025-10-20T00:38:22.904482,0,0,0,1,1,0,0,7,21,1,1,1
TXN001253,user071,49237.36,2025-10-07T15:38:22.904482,15,1,0,0,0,0,1,0,197,0,0,0
TXN001254,user039,33729.66,2025-12-01T12:38:22.904482,12,0,0,0,0,0,0,2,190,0,1,0
TXN001255,user088,1025.95,2025-09-21T11:38:22.904482,11,6,1,0,0,0,0,1,239,0,0,0
TXN001256,user058,29389.08,2026-01-26T15:38:22.904482,15,0,0,0,0,0,0,2,353,0,0,0
TXN001257,user052,196921.66,2025-11-07T04:38:22.904482,4,4,0,1,0,0,0,4,0,1,0,1
TXN001258,user088,19052.77,2025-08-27T15:38:22.904482,15,2,0,0,0,0,0,0,96,0,1,0
TXN001259,user084,16709.87,2025-11-27T14:38:22.904482,14,3,0,0,0,0,0,0,259,0,1,0
TXN001260,user024,31029.21,2025-10-02T20:38:22.904482,20,3,0,0,0,0,0,2,242,0,0,0
TXN001261,user052,48231.37,2025-12-15T01:38:22.904482,1,0,0,1,0,0,1,3,19,1,0,1
TXN001262,user059,44424.63,2025-12-17T19:38:22.904482,19,2,0,0,0,0,0,1,229,0,0,0
TXN001263,user059,33908.45,2025-10-18T11:38:22.904482,11,5,1,0,0,0,0,2,341,0,0,0
TXN001264,user021,46422.92,2025-10-22T02:38:22.904482,2,2,0,1,0,0,1,3,17,1,1,1
TXN001265,user096,39493.03,2025-11-04T16:38:22.904482,16,1,0,0,0,0,0,1,149,0,0,0
TXN001266,user036,36714.64,2025-12-27T17:38:22.904482,17,5,1,0,0,0,0,0,266,0,0,0
TXN001267,user069,555052.97,2025-10-31T05:38:22.904482,5,4,0,1,0,1,0,10,22,1,0,1
TXN001268,user004,14904.12,2025-10-13T11:38:22.904482,11,0,0,0,0,0,0,0,314,0,0,0
